id,ZIV20_pocet,ZIV20_1,ZIV20_2,ZIV20_3,ZIV20_4,ZIV20_5,ZIV20_6,ZIV20_7,ZIV20_8,ZIV20_9,ZIV20_10,ZIV20_11,ZIV20_12,ZIV20_13,ZIV20_14,ZIV20_15,ZIV20_16
491,4,2,2,1,1,2,2,2,2,0,1,1,0,0,1,1,0
492,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
493,3,2,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1
494,3,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
495,5,1,0,0,2,1,1,1,2,2,1,1,1,1,1,0,1
496,8,2,1,2,2,1,1,1,1,1,1,1,1,3,3,3,1
497,4,0,1,1,0,2,2,0,0,1,2,0,1,2,1,1,1
498,29,7,1,2,4,6,3,2,5,6,6,6,6,6,5,7,5
499,19,4,3,4,3,2,2,2,2,2,0,2,2,4,3,4,3
500,12,4,3,2,1,2,1,2,3,2,2,2,5,2,1,1,4
501,24,4,3,3,9,5,4,3,8,8,7,3,8,8,10,7,4
502,23,5,1,6,5,4,1,2,10,2,1,2,8,0,1,2,9
503,27,3,2,2,3,3,6,9,10,9,7,7,9,7,8,4,5
504,31,3,15,7,6,4,12,14,7,6,6,13,10,8,7,10,8
505,21,6,6,6,5,8,9,7,3,5,5,5,4,2,2,6,7
506,23,5,1,1,4,2,2,1,3,5,5,1,3,6,6,6,8
507,13,4,4,1,4,3,4,2,3,2,3,2,2,3,4,3,1
508,13,4,4,3,2,2,3,2,2,2,2,3,6,2,2,3,6
509,6,2,1,1,1,2,2,1,1,3,2,1,1,2,2,1,1
